image_id,filename,extension,path,practice_data,chrome_not_safari,filesize,participant_id,sharpness,color_contrast,general,gender,age,expertise,colorblind,bad_vision
47,6,png,evaluatie_afbeeldingen/evaluatiereeks/6.png,0,0,1536825,11,4,4,4,male,38,0,0,0
48,6,webp,evaluatie_afbeeldingen/evaluatiereeks/6.webp,0,1,70210,11,3,4,3,male,38,0,0,0
49,7,jpf,evaluatie_afbeeldingen/evaluatiereeks/7.jpf,0,0,1227009,11,4,3,5,male,38,0,0,0
50,7,jpg,evaluatie_afbeeldingen/evaluatiereeks/7.jpg,0,1,431208,11,3,5,5,male,38,0,0,0
51,7,png,evaluatie_afbeeldingen/evaluatiereeks/7.png,0,0,2016271,11,5,5,5,male,38,0,0,0
52,7,webp,evaluatie_afbeeldingen/evaluatiereeks/7.webp,0,1,144508,11,4,3,4,male,38,0,0,0
53,8,jpf,evaluatie_afbeeldingen/evaluatiereeks/8.jpf,0,0,1695416,11,4,5,4,male,38,0,0,0
54,8,jpg,evaluatie_afbeeldingen/evaluatiereeks/8.jpg,0,1,704914,11,4,5,5,male,38,0,0,0
55,8,png,evaluatie_afbeeldingen/evaluatiereeks/8.png,0,0,2823455,11,5,4,5,male,38,0,0,0
56,8,webp,evaluatie_afbeeldingen/evaluatiereeks/8.webp,0,1,325328,11,4,3,4,male,38,0,0,0
57,9,jpf,evaluatie_afbeeldingen/evaluatiereeks/9.jpf,0,0,1080728,11,4,4,5,male,38,0,0,0
58,9,jpg,evaluatie_afbeeldingen/evaluatiereeks/9.jpg,0,1,327540,11,4,4,4,male,38,0,0,0
59,9,png,evaluatie_afbeeldingen/evaluatiereeks/9.png,0,0,1863835,11,5,4,5,male,38,0,0,0
60,9,webp,evaluatie_afbeeldingen/evaluatiereeks/9.webp,0,1,95830,11,4,3,5,male,38,0,0,0
1,1,jpf,evaluatie_afbeeldingen/testreeks/1.jpf,1,0,822933,12,4,5,4,male,28,0,0,0
2,1,jpg,evaluatie_afbeeldingen/testreeks/1.jpg,1,1,206934,12,2,2,2,male,28,0,0,0
3,1,png,evaluatie_afbeeldingen/testreeks/1.png,1,0,1814962,12,4,5,4,male,28,0,0,0
4,1,webp,evaluatie_afbeeldingen/testreeks/1.webp,1,1,84904,12,3,3,3,male,28,0,0,0
5,2,jpf,evaluatie_afbeeldingen/testreeks/2.jpf,1,0,1246850,12,2,4,2,male,28,0,0,0
6,2,jpg,evaluatie_afbeeldingen/testreeks/2.jpg,1,1,387401,12,2,2,2,male,28,0,0,0
7,2,png,evaluatie_afbeeldingen/testreeks/2.png,1,0,2701552,12,5,5,5,male,28,0,0,0
8,2,webp,evaluatie_afbeeldingen/testreeks/2.webp,1,1,281960,12,3,3,3,male,28,0,0,0
9,10,jpf,evaluatie_afbeeldingen/evaluatiereeks/10.jpf,0,0,1007063,12,4,5,4,male,28,0,0,0
10,10,jpg,evaluatie_afbeeldingen/evaluatiereeks/10.jpg,0,1,284665,12,5,5,5,male,28,0,0,0
11,10,png,evaluatie_afbeeldingen/evaluatiereeks/10.png,0,0,1628400,12,4,5,5,male,28,0,0,0
12,10,webp,evaluatie_afbeeldingen/evaluatiereeks/10.webp,0,1,442500,12,3,3,3,male,28,0,0,0
13,11,jpf,evaluatie_afbeeldingen/evaluatiereeks/11.jpf,0,0,1181661,12,4,4,4,male,28,0,0,0
14,11,jpg,evaluatie_afbeeldingen/evaluatiereeks/11.jpg,0,1,650290,12,4,5,5,male,28,0,0,0
15,11,png,evaluatie_afbeeldingen/evaluatiereeks/11.png,0,0,1468210,12,4,5,4,male,28,0,0,0
16,11,webp,evaluatie_afbeeldingen/evaluatiereeks/11.webp,0,1,394292,12,5,5,5,male,28,0,0,0
17,12,jpf,evaluatie_afbeeldingen/evaluatiereeks/12.jpf,0,0,1462256,12,4,3,5,male,28,0,0,0
18,12,jpg,evaluatie_afbeeldingen/evaluatiereeks/12.jpg,0,1,940917,12,4,4,5,male,28,0,0,0
19,12,png,evaluatie_afbeeldingen/evaluatiereeks/12.png,0,0,1928565,12,5,5,5,male,28,0,0,0
20,12,webp,evaluatie_afbeeldingen/evaluatiereeks/12.webp,0,1,607660,12,5,5,5,male,28,0,0,0
21,13,jpf,evaluatie_afbeeldingen/evaluatiereeks/13.jpf,0,0,1267904,12,5,5,5,male,28,0,0,0
22,13,jpg,evaluatie_afbeeldingen/evaluatiereeks/13.jpg,0,1,742574,12,5,4,5,male,28,0,0,0
23,13,png,evaluatie_afbeeldingen/evaluatiereeks/13.png,0,0,1707170,12,5,5,5,male,28,0,0,0
24,13,webp,evaluatie_afbeeldingen/evaluatiereeks/13.webp,0,1,497034,12,4,5,5,male,28,0,0,0
25,14,jpf,evaluatie_afbeeldingen/evaluatiereeks/14.jpf,0,0,1595469,12,4,4,5,male,28,0,0,0
26,14,jpg,evaluatie_afbeeldingen/evaluatiereeks/14.jpg,0,1,1004143,12,5,4,5,male,28,0,0,0
27,14,png,evaluatie_afbeeldingen/evaluatiereeks/14.png,0,0,2140382,12,5,4,5,male,28,0,0,0
28,14,webp,evaluatie_afbeeldingen/evaluatiereeks/14.webp,0,1,1490900,12,4,5,5,male,28,0,0,0
29,15,jpf,evaluatie_afbeeldingen/evaluatiereeks/15.jpf,0,0,1507942,12,5,5,5,male,28,0,0,0
30,15,jpg,evaluatie_afbeeldingen/evaluatiereeks/15.jpg,0,1,868883,12,3,3,5,male,28,0,0,0
31,15,png,evaluatie_afbeeldingen/evaluatiereeks/15.png,0,0,1945990,12,5,4,5,male,28,0,0,0
32,15,webp,evaluatie_afbeeldingen/evaluatiereeks/15.webp,0,1,1402662,12,5,4,5,male,28,0,0,0
33,3,jpf,evaluatie_afbeeldingen/evaluatiereeks/3.jpf,0,0,743355,12,5,2,5,male,28,0,0,0
34,3,jpg,evaluatie_afbeeldingen/evaluatiereeks/3.jpg,0,1,161146,12,4,2,4,male,28,0,0,0
35,3,png,evaluatie_afbeeldingen/evaluatiereeks/3.png,0,0,1634356,12,5,5,5,male,28,0,0,0
36,3,webp,evaluatie_afbeeldingen/evaluatiereeks/3.webp,0,1,61688,12,3,4,3,male,28,0,0,0
37,4,jpf,evaluatie_afbeeldingen/evaluatiereeks/4.jpf,0,0,722209,12,3,3,4,male,28,0,0,0
38,4,jpg,evaluatie_afbeeldingen/evaluatiereeks/4.jpg,0,1,170414,12,2,2,2,male,28,0,0,0
39,4,png,evaluatie_afbeeldingen/evaluatiereeks/4.png,0,0,1555229,12,4,5,4,male,28,0,0,0
40,4,webp,evaluatie_afbeeldingen/evaluatiereeks/4.webp,0,1,62528,12,4,4,4,male,28,0,0,0
41,5,jpf,evaluatie_afbeeldingen/evaluatiereeks/5.jpf,0,0,778830,12,5,4,5,male,28,0,0,0
42,5,jpg,evaluatie_afbeeldingen/evaluatiereeks/5.jpg,0,1,190806,12,2,2,2,male,28,0,0,0
43,5,png,evaluatie_afbeeldingen/evaluatiereeks/5.png,0,0,1741424,12,5,5,5,male,28,0,0,0
44,5,webp,evaluatie_afbeeldingen/evaluatiereeks/5.webp,0,1,80974,12,3,2,3,male,28,0,0,0
45,6,jpf,evaluatie_afbeeldingen/evaluatiereeks/6.jpf,0,0,968331,12,4,3,5,male,28,0,0,0
46,6,jpg,evaluatie_afbeeldingen/evaluatiereeks/6.jpg,0,1,281121,12,3,3,4,male,28,0,0,0
47,6,png,evaluatie_afbeeldingen/evaluatiereeks/6.png,0,0,1536825,12,5,4,5,male,28,0,0,0
48,6,webp,evaluatie_afbeeldingen/evaluatiereeks/6.webp,0,1,70210,12,3,3,4,male,28,0,0,0
49,7,jpf,evaluatie_afbeeldingen/evaluatiereeks/7.jpf,0,0,1227009,12,4,3,4,male,28,0,0,0
50,7,jpg,evaluatie_afbeeldingen/evaluatiereeks/7.jpg,0,1,431208,12,3,3,4,male,28,0,0,0
51,7,png,evaluatie_afbeeldingen/evaluatiereeks/7.png,0,0,2016271,12,4,5,4,male,28,0,0,0
52,7,webp,evaluatie_afbeeldingen/evaluatiereeks/7.webp,0,1,144508,12,3,3,4,male,28,0,0,0
53,8,jpf,evaluatie_afbeeldingen/evaluatiereeks/8.jpf,0,0,1695416,12,4,5,4,male,28,0,0,0
54,8,jpg,evaluatie_afbeeldingen/evaluatiereeks/8.jpg,0,1,704914,12,4,4,5,male,28,0,0,0
55,8,png,evaluatie_afbeeldingen/evaluatiereeks/8.png,0,0,2823455,12,4,4,4,male,28,0,0,0
56,8,webp,evaluatie_afbeeldingen/evaluatiereeks/8.webp,0,1,325328,12,3,3,5,male,28,0,0,0
57,9,jpf,evaluatie_afbeeldingen/evaluatiereeks/9.jpf,0,0,1080728,12,3,4,4,male,28,0,0,0
58,9,jpg,evaluatie_afbeeldingen/evaluatiereeks/9.jpg,0,1,327540,12,4,4,5,male,28,0,0,0
59,9,png,evaluatie_afbeeldingen/evaluatiereeks/9.png,0,0,1863835,12,4,5,4,male,28,0,0,0
60,9,webp,evaluatie_afbeeldingen/evaluatiereeks/9.webp,0,1,95830,12,3,5,3,male,28,0,0,0
1,1,jpf,evaluatie_afbeeldingen/testreeks/1.jpf,1,0,822933,13,4,3,4,male,46,0,0,0
2,1,jpg,evaluatie_afbeeldingen/testreeks/1.jpg,1,1,206934,13,2,3,3,male,46,0,0,0
3,1,png,evaluatie_afbeeldingen/testreeks/1.png,1,0,1814962,13,4,5,4,male,46,0,0,0
4,1,webp,evaluatie_afbeeldingen/testreeks/1.webp,1,1,84904,13,2,3,2,male,46,0,0,0
5,2,jpf,evaluatie_afbeeldingen/testreeks/2.jpf,1,0,1246850,13,2,2,5,male,46,0,0,0
6,2,jpg,evaluatie_afbeeldingen/testreeks/2.jpg,1,1,387401,13,2,2,2,male,46,0,0,0
7,2,png,evaluatie_afbeeldingen/testreeks/2.png,1,0,2701552,13,5,5,5,male,46,0,0,0
8,2,webp,evaluatie_afbeeldingen/testreeks/2.webp,1,1,281960,13,4,2,4,male,46,0,0,0
9,10,jpf,evaluatie_afbeeldingen/evaluatiereeks/10.jpf,0,0,1007063,13,4,4,4,male,46,0,0,0
10,10,jpg,evaluatie_afbeeldingen/evaluatiereeks/10.jpg,0,1,284665,13,4,4,5,male,46,0,0,0
11,10,png,evaluatie_afbeeldingen/evaluatiereeks/10.png,0,0,1628400,13,5,5,5,male,46,0,0,0
12,10,webp,evaluatie_afbeeldingen/evaluatiereeks/10.webp,0,1,442500,13,3,3,4,male,46,0,0,0
13,11,jpf,evaluatie_afbeeldingen/evaluatiereeks/11.jpf,0,0,1181661,13,5,5,5,male,46,0,0,0
14,11,jpg,evaluatie_afbeeldingen/evaluatiereeks/11.jpg,0,1,650290,13,5,5,5,male,46,0,0,0
15,11,png,evaluatie_afbeeldingen/evaluatiereeks/11.png,0,0,1468210,13,5,4,5,male,46,0,0,0
16,11,webp,evaluatie_afbeeldingen/evaluatiereeks/11.webp,0,1,394292,13,4,5,4,male,46,0,0,0
17,12,jpf,evaluatie_afbeeldingen/evaluatiereeks/12.jpf,0,0,1462256,13,4,4,4,male,46,0,0,0
18,12,jpg,evaluatie_afbeeldingen/evaluatiereeks/12.jpg,0,1,940917,13,5,5,5,male,46,0,0,0
19,12,png,evaluatie_afbeeldingen/evaluatiereeks/12.png,0,0,1928565,13,4,4,5,male,46,0,0,0
20,12,webp,evaluatie_afbeeldingen/evaluatiereeks/12.webp,0,1,607660,13,5,4,5,male,46,0,0,0
21,13,jpf,evaluatie_afbeeldingen/evaluatiereeks/13.jpf,0,0,1267904,13,4,5,5,male,46,0,0,0
22,13,jpg,evaluatie_afbeeldingen/evaluatiereeks/13.jpg,0,1,742574,13,4,4,4,male,46,0,0,0
23,13,png,evaluatie_afbeeldingen/evaluatiereeks/13.png,0,0,1707170,13,4,5,5,male,46,0,0,0
24,13,webp,evaluatie_afbeeldingen/evaluatiereeks/13.webp,0,1,497034,13,5,4,5,male,46,0,0,0
25,14,jpf,evaluatie_afbeeldingen/evaluatiereeks/14.jpf,0,0,1595469,13,4,4,5,male,46,0,0,0
26,14,jpg,evaluatie_afbeeldingen/evaluatiereeks/14.jpg,0,1,1004143,13,5,3,5,male,46,0,0,0
27,14,png,evaluatie_afbeeldingen/evaluatiereeks/14.png,0,0,2140382,13,5,4,5,male,46,0,0,0
28,14,webp,evaluatie_afbeeldingen/evaluatiereeks/14.webp,0,1,1490900,13,5,4,5,male,46,0,0,0
29,15,jpf,evaluatie_afbeeldingen/evaluatiereeks/15.jpf,0,0,1507942,13,4,5,5,male,46,0,0,0
30,15,jpg,evaluatie_afbeeldingen/evaluatiereeks/15.jpg,0,1,868883,13,5,3,5,male,46,0,0,0
31,15,png,evaluatie_afbeeldingen/evaluatiereeks/15.png,0,0,1945990,13,4,5,5,male,46,0,0,0
32,15,webp,evaluatie_afbeeldingen/evaluatiereeks/15.webp,0,1,1402662,13,4,4,5,male,46,0,0,0
33,3,jpf,evaluatie_afbeeldingen/evaluatiereeks/3.jpf,0,0,743355,13,4,4,5,male,46,0,0,0
34,3,jpg,evaluatie_afbeeldingen/evaluatiereeks/3.jpg,0,1,161146,13,2,2,2,male,46,0,0,0
35,3,png,evaluatie_afbeeldingen/evaluatiereeks/3.png,0,0,1634356,13,4,5,5,male,46,0,0,0
36,3,webp,evaluatie_afbeeldingen/evaluatiereeks/3.webp,0,1,61688,13,4,3,4,male,46,0,0,0
37,4,jpf,evaluatie_afbeeldingen/evaluatiereeks/4.jpf,0,0,722209,13,4,3,4,male,46,0,0,0
38,4,jpg,evaluatie_afbeeldingen/evaluatiereeks/4.jpg,0,1,170414,13,2,2,2,male,46,0,0,0
39,4,png,evaluatie_afbeeldingen/evaluatiereeks/4.png,0,0,1555229,13,5,5,5,male,46,0,0,0
40,4,webp,evaluatie_afbeeldingen/evaluatiereeks/4.webp,0,1,62528,13,4,3,4,male,46,0,0,0
41,5,jpf,evaluatie_afbeeldingen/evaluatiereeks/5.jpf,0,0,778830,13,3,2,4,male,46,0,0,0
42,5,jpg,evaluatie_afbeeldingen/evaluatiereeks/5.jpg,0,1,190806,13,2,3,2,male,46,0,0,0
43,5,png,evaluatie_afbeeldingen/evaluatiereeks/5.png,0,0,1741424,13,5,5,5,male,46,0,0,0
44,5,webp,evaluatie_afbeeldingen/evaluatiereeks/5.webp,0,1,80974,13,3,3,3,male,46,0,0,0
45,6,jpf,evaluatie_afbeeldingen/evaluatiereeks/6.jpf,0,0,968331,13,4,4,4,male,46,0,0,0
46,6,jpg,evaluatie_afbeeldingen/evaluatiereeks/6.jpg,0,1,281121,13,3,3,4,male,46,0,0,0
47,6,png,evaluatie_afbeeldingen/evaluatiereeks/6.png,0,0,1536825,13,4,4,5,male,46,0,0,0
48,6,webp,evaluatie_afbeeldingen/evaluatiereeks/6.webp,0,1,70210,13,3,4,3,male,46,0,0,0
49,7,jpf,evaluatie_afbeeldingen/evaluatiereeks/7.jpf,0,0,1227009,13,4,4,4,male,46,0,0,0
50,7,jpg,evaluatie_afbeeldingen/evaluatiereeks/7.jpg,0,1,431208,13,4,3,4,male,46,0,0,0
51,7,png,evaluatie_afbeeldingen/evaluatiereeks/7.png,0,0,2016271,13,5,5,5,male,46,0,0,0
52,7,webp,evaluatie_afbeeldingen/evaluatiereeks/7.webp,0,1,144508,13,3,3,3,male,46,0,0,0
53,8,jpf,evaluatie_afbeeldingen/evaluatiereeks/8.jpf,0,0,1695416,13,4,4,4,male,46,0,0,0
54,8,jpg,evaluatie_afbeeldingen/evaluatiereeks/8.jpg,0,1,704914,13,5,3,5,male,46,0,0,0
55,8,png,evaluatie_afbeeldingen/evaluatiereeks/8.png,0,0,2823455,13,4,4,5,male,46,0,0,0
56,8,webp,evaluatie_afbeeldingen/evaluatiereeks/8.webp,0,1,325328,13,3,3,3,male,46,0,0,0
57,9,jpf,evaluatie_afbeeldingen/evaluatiereeks/9.jpf,0,0,1080728,13,3,4,5,male,46,0,0,0
58,9,jpg,evaluatie_afbeeldingen/evaluatiereeks/9.jpg,0,1,327540,13,5,4,5,male,46,0,0,0
59,9,png,evaluatie_afbeeldingen/evaluatiereeks/9.png,0,0,1863835,13,5,5,5,male,46,0,0,0
60,9,webp,evaluatie_afbeeldingen/evaluatiereeks/9.webp,0,1,95830,13,3,3,3,male,46,0,0,0
1,1,jpf,evaluatie_afbeeldingen/testreeks/1.jpf,1,0,822933,14,4,4,4,female,53,0,0,0
2,1,jpg,evaluatie_afbeeldingen/testreeks/1.jpg,1,1,206934,14,2,3,2,female,53,0,0,0
3,1,png,evaluatie_afbeeldingen/testreeks/1.png,1,0,1814962,14,5,5,5,female,53,0,0,0
4,1,webp,evaluatie_afbeeldingen/testreeks/1.webp,1,1,84904,14,2,3,3,female,53,0,0,0
5,2,jpf,evaluatie_afbeeldingen/testreeks/2.jpf,1,0,1246850,14,4,3,4,female,53,0,0,0
6,2,jpg,evaluatie_afbeeldingen/testreeks/2.jpg,1,1,387401,14,4,2,4,female,53,0,0,0
7,2,png,evaluatie_afbeeldingen/testreeks/2.png,1,0,2701552,14,4,5,5,female,53,0,0,0
8,2,webp,evaluatie_afbeeldingen/testreeks/2.webp,1,1,281960,14,4,3,4,female,53,0,0,0
9,10,jpf,evaluatie_afbeeldingen/evaluatiereeks/10.jpf,0,0,1007063,14,4,5,4,female,53,0,0,0
10,10,jpg,evaluatie_afbeeldingen/evaluatiereeks/10.jpg,0,1,284665,14,5,5,5,female,53,0,0,0
11,10,png,evaluatie_afbeeldingen/evaluatiereeks/10.png,0,0,1628400,14,4,5,5,female,53,0,0,0
12,10,webp,evaluatie_afbeeldingen/evaluatiereeks/10.webp,0,1,442500,14,3,3,5,female,53,0,0,0
13,11,jpf,evaluatie_afbeeldingen/evaluatiereeks/11.jpf,0,0,1181661,14,5,4,5,female,53,0,0,0
14,11,jpg,evaluatie_afbeeldingen/evaluatiereeks/11.jpg,0,1,650290,14,4,4,5,female,53,0,0,0
15,11,png,evaluatie_afbeeldingen/evaluatiereeks/11.png,0,0,1468210,14,5,4,5,female,53,0,0,0
16,11,webp,evaluatie_afbeeldingen/evaluatiereeks/11.webp,0,1,394292,14,5,4,5,female,53,0,0,0
17,12,jpf,evaluatie_afbeeldingen/evaluatiereeks/12.jpf,0,0,1462256,14,3,5,4,female,53,0,0,0
18,12,jpg,evaluatie_afbeeldingen/evaluatiereeks/12.jpg,0,1,940917,14,5,5,5,female,53,0,0,0
19,12,png,evaluatie_afbeeldingen/evaluatiereeks/12.png,0,0,1928565,14,4,5,5,female,53,0,0,0
20,12,webp,evaluatie_afbeeldingen/evaluatiereeks/12.webp,0,1,607660,14,4,5,5,female,53,0,0,0
21,13,jpf,evaluatie_afbeeldingen/evaluatiereeks/13.jpf,0,0,1267904,14,5,5,5,female,53,0,0,0
22,13,jpg,evaluatie_afbeeldingen/evaluatiereeks/13.jpg,0,1,742574,14,4,5,4,female,53,0,0,0
23,13,png,evaluatie_afbeeldingen/evaluatiereeks/13.png,0,0,1707170,14,4,5,5,female,53,0,0,0
24,13,webp,evaluatie_afbeeldingen/evaluatiereeks/13.webp,0,1,497034,14,5,5,5,female,53,0,0,0
25,14,jpf,evaluatie_afbeeldingen/evaluatiereeks/14.jpf,0,0,1595469,14,5,5,5,female,53,0,0,0
26,14,jpg,evaluatie_afbeeldingen/evaluatiereeks/14.jpg,0,1,1004143,14,5,4,5,female,53,0,0,0
27,14,png,evaluatie_afbeeldingen/evaluatiereeks/14.png,0,0,2140382,14,4,5,5,female,53,0,0,0
28,14,webp,evaluatie_afbeeldingen/evaluatiereeks/14.webp,0,1,1490900,14,5,5,5,female,53,0,0,0
29,15,jpf,evaluatie_afbeeldingen/evaluatiereeks/15.jpf,0,0,1507942,14,5,5,5,female,53,0,0,0
30,15,jpg,evaluatie_afbeeldingen/evaluatiereeks/15.jpg,0,1,868883,14,5,5,5,female,53,0,0,0
31,15,png,evaluatie_afbeeldingen/evaluatiereeks/15.png,0,0,1945990,14,5,5,5,female,53,0,0,0
32,15,webp,evaluatie_afbeeldingen/evaluatiereeks/15.webp,0,1,1402662,14,5,5,5,female,53,0,0,0
33,3,jpf,evaluatie_afbeeldingen/evaluatiereeks/3.jpf,0,0,743355,14,4,3,4,female,53,0,0,0
34,3,jpg,evaluatie_afbeeldingen/evaluatiereeks/3.jpg,0,1,161146,14,2,2,2,female,53,0,0,0
35,3,png,evaluatie_afbeeldingen/evaluatiereeks/3.png,0,0,1634356,14,4,5,5,female,53,0,0,0
36,3,webp,evaluatie_afbeeldingen/evaluatiereeks/3.webp,0,1,61688,14,4,3,4,female,53,0,0,0
37,4,jpf,evaluatie_afbeeldingen/evaluatiereeks/4.jpf,0,0,722209,14,4,5,4,female,53,0,0,0
38,4,jpg,evaluatie_afbeeldingen/evaluatiereeks/4.jpg,0,1,170414,14,3,3,3,female,53,0,0,0
39,4,png,evaluatie_afbeeldingen/evaluatiereeks/4.png,0,0,1555229,14,4,5,5,female,53,0,0,0
40,4,webp,evaluatie_afbeeldingen/evaluatiereeks/4.webp,0,1,62528,14,3,2,3,female,53,0,0,0
41,5,jpf,evaluatie_afbeeldingen/evaluatiereeks/5.jpf,0,0,778830,14,3,4,3,female,53,0,0,0
42,5,jpg,evaluatie_afbeeldingen/evaluatiereeks/5.jpg,0,1,190806,14,4,2,4,female,53,0,0,0
43,5,png,evaluatie_afbeeldingen/evaluatiereeks/5.png,0,0,1741424,14,4,4,5,female,53,0,0,0
44,5,webp,evaluatie_afbeeldingen/evaluatiereeks/5.webp,0,1,80974,14,3,3,3,female,53,0,0,0
45,6,jpf,evaluatie_afbeeldingen/evaluatiereeks/6.jpf,0,0,968331,14,4,4,4,female,53,0,0,0
46,6,jpg,evaluatie_afbeeldingen/evaluatiereeks/6.jpg,0,1,281121,14,5,3,5,female,53,0,0,0
47,6,png,evaluatie_afbeeldingen/evaluatiereeks/6.png,0,0,1536825,14,4,5,4,female,53,0,0,0
48,6,webp,evaluatie_afbeeldingen/evaluatiereeks/6.webp,0,1,70210,14,4,4,4,female,53,0,0,0
49,7,jpf,evaluatie_afbeeldingen/evaluatiereeks/7.jpf,0,0,1227009,14,5,4,5,female,53,0,0,0
50,7,jpg,evaluatie_afbeeldingen/evaluatiereeks/7.jpg,0,1,431208,14,5,3,5,female,53,0,0,0
51,7,png,evaluatie_afbeeldingen/evaluatiereeks/7.png,0,0,2016271,14,5,5,5,female,53,0,0,0
52,7,webp,evaluatie_afbeeldingen/evaluatiereeks/7.webp,0,1,144508,14,3,3,5,female,53,0,0,0
53,8,jpf,evaluatie_afbeeldingen/evaluatiereeks/8.jpf,0,0,1695416,14,4,4,4,female,53,0,0,0
54,8,jpg,evaluatie_afbeeldingen/evaluatiereeks/8.jpg,0,1,704914,14,3,5,5,female,53,0,0,0
55,8,png,evaluatie_afbeeldingen/evaluatiereeks/8.png,0,0,2823455,14,4,4,5,female,53,0,0,0
56,8,webp,evaluatie_afbeeldingen/evaluatiereeks/8.webp,0,1,325328,14,3,3,5,female,53,0,0,0
57,9,jpf,evaluatie_afbeeldingen/evaluatiereeks/9.jpf,0,0,1080728,14,3,5,4,female,53,0,0,0
58,9,jpg,evaluatie_afbeeldingen/evaluatiereeks/9.jpg,0,1,327540,14,4,5,5,female,53,0,0,0
59,9,png,evaluatie_afbeeldingen/evaluatiereeks/9.png,0,0,1863835,14,5,5,5,female,53,0,0,0
60,9,webp,evaluatie_afbeeldingen/evaluatiereeks/9.webp,0,1,95830,14,3,3,3,female,53,0,0,0
1,1,jpf,evaluatie_afbeeldingen/testreeks/1.jpf,1,0,822933,15,3,2,3,male,31,0,0,0
2,1,jpg,evaluatie_afbeeldingen/testreeks/1.jpg,1,1,206934,15,3,2,3,male,31,0,0,0
3,1,png,evaluatie_afbeeldingen/testreeks/1.png,1,0,1814962,15,5,5,5,male,31,0,0,0
4,1,webp,evaluatie_afbeeldingen/testreeks/1.webp,1,1,84904,15,2,4,2,male,31,0,0,0
5,2,jpf,evaluatie_afbeeldingen/testreeks/2.jpf,1,0,1246850,15,4,2,4,male,31,0,0,0
6,2,jpg,evaluatie_afbeeldingen/testreeks/2.jpg,1,1,387401,15,2,2,2,male,31,0,0,0
7,2,png,evaluatie_afbeeldingen/testreeks/2.png,1,0,2701552,15,5,5,5,male,31,0,0,0
8,2,webp,evaluatie_afbeeldingen/testreeks/2.webp,1,1,281960,15,3,3,3,male,31,0,0,0
9,10,jpf,evaluatie_afbeeldingen/evaluatiereeks/10.jpf,0,0,1007063,15,4,4,4,male,31,0,0,0
10,10,jpg,evaluatie_afbeeldingen/evaluatiereeks/10.jpg,0,1,284665,15,4,4,4,male,31,0,0,0
11,10,png,evaluatie_afbeeldingen/evaluatiereeks/10.png,0,0,1628400,15,5,5,5,male,31,0,0,0
12,10,webp,evaluatie_afbeeldingen/evaluatiereeks/10.webp,0,1,442500,15,3,4,4,male,31,0,0,0
13,11,jpf,evaluatie_afbeeldingen/evaluatiereeks/11.jpf,0,0,1181661,15,4,4,4,male,31,0,0,0
14,11,jpg,evaluatie_afbeeldingen/evaluatiereeks/11.jpg,0,1,650290,15,4,3,4,male,31,0,0,0
15,11,png,evaluatie_afbeeldingen/evaluatiereeks/11.png,0,0,1468210,15,4,4,5,male,31,0,0,0
16,11,webp,evaluatie_afbeeldingen/evaluatiereeks/11.webp,0,1,394292,15,4,5,4,male,31,0,0,0
17,12,jpf,evaluatie_afbeeldingen/evaluatiereeks/12.jpf,0,0,1462256,15,4,3,5,male,31,0,0,0
18,12,jpg,evaluatie_afbeeldingen/evaluatiereeks/12.jpg,0,1,940917,15,5,5,5,male,31,0,0,0
19,12,png,evaluatie_afbeeldingen/evaluatiereeks/12.png,0,0,1928565,15,5,5,5,male,31,0,0,0
20,12,webp,evaluatie_afbeeldingen/evaluatiereeks/12.webp,0,1,607660,15,5,5,5,male,31,0,0,0
21,13,jpf,evaluatie_afbeeldingen/evaluatiereeks/13.jpf,0,0,1267904,15,3,5,4,male,31,0,0,0
22,13,jpg,evaluatie_afbeeldingen/evaluatiereeks/13.jpg,0,1,742574,15,4,4,5,male,31,0,0,0
23,13,png,evaluatie_afbeeldingen/evaluatiereeks/13.png,0,0,1707170,15,5,5,5,male,31,0,0,0
24,13,webp,evaluatie_afbeeldingen/evaluatiereeks/13.webp,0,1,497034,15,5,5,5,male,31,0,0,0
25,14,jpf,evaluatie_afbeeldingen/evaluatiereeks/14.jpf,0,0,1595469,15,5,4,5,male,31,0,0,0
26,14,jpg,evaluatie_afbeeldingen/evaluatiereeks/14.jpg,0,1,1004143,15,3,4,4,male,31,0,0,0
27,14,png,evaluatie_afbeeldingen/evaluatiereeks/14.png,0,0,2140382,15,5,5,5,male,31,0,0,0
28,14,webp,evaluatie_afbeeldingen/evaluatiereeks/14.webp,0,1,1490900,15,4,5,4,male,31,0,0,0
29,15,jpf,evaluatie_afbeeldingen/evaluatiereeks/15.jpf,0,0,1507942,15,5,5,5,male,31,0,0,0
30,15,jpg,evaluatie_afbeeldingen/evaluatiereeks/15.jpg,0,1,868883,15,5,4,5,male,31,0,0,0
31,15,png,evaluatie_afbeeldingen/evaluatiereeks/15.png,0,0,1945990,15,5,4,5,male,31,0,0,0
32,15,webp,evaluatie_afbeeldingen/evaluatiereeks/15.webp,0,1,1402662,15,4,5,4,male,31,0,0,0
33,3,jpf,evaluatie_afbeeldingen/evaluatiereeks/3.jpf,0,0,743355,15,3,2,3,male,31,0,0,0
34,3,jpg,evaluatie_afbeeldingen/evaluatiereeks/3.jpg,0,1,161146,15,2,3,2,male,31,0,0,0
35,3,png,evaluatie_afbeeldingen/evaluatiereeks/3.png,0,0,1634356,15,5,5,5,male,31,0,0,0
36,3,webp,evaluatie_afbeeldingen/evaluatiereeks/3.webp,0,1,61688,15,2,3,2,male,31,0,0,0
